board_width,board_height,health,my_head_x,my_head_y,game_id,turn,seed,direction,label_source
11,11,86,2,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,14,105,up,rule_based_agent
11,11,85,2,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,15,105,left,rule_based_agent
11,11,84,1,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,16,105,left,rule_based_agent
11,11,83,0,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,17,105,down,rule_based_agent
11,11,100,0,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,18,105,right,rule_based_agent
11,11,99,1,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,19,105,right,rule_based_agent
11,11,98,2,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,20,105,right,rule_based_agent
11,11,97,3,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,21,105,up,rule_based_agent
11,11,96,3,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,22,105,right,rule_based_agent
11,11,95,4,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,23,105,up,rule_based_agent
11,11,94,4,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,24,105,right,rule_based_agent
11,11,93,5,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,25,105,right,rule_based_agent
11,11,100,6,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,26,105,down,rule_based_agent
11,11,99,6,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,27,105,left,rule_based_agent
11,11,98,5,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,28,105,down,rule_based_agent
11,11,97,5,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,29,105,left,rule_based_agent
11,11,96,4,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,30,105,left,rule_based_agent
11,11,95,3,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,31,105,left,rule_based_agent
11,11,94,2,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,32,105,up,rule_based_agent
11,11,93,2,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,33,105,right,rule_based_agent
11,11,92,3,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,34,105,right,rule_based_agent
11,11,91,4,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,35,105,right,rule_based_agent
11,11,90,5,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,36,105,right,rule_based_agent
11,11,89,6,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,37,105,right,rule_based_agent
11,11,88,7,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,38,105,right,rule_based_agent
11,11,87,8,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,39,105,right,rule_based_agent
11,11,86,9,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,40,105,down,rule_based_agent
11,11,100,9,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,41,105,right,rule_based_agent
11,11,99,10,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,42,105,down,rule_based_agent
11,11,98,10,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,43,105,left,rule_based_agent
11,11,100,9,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,44,105,down,rule_based_agent
11,11,99,9,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,45,105,right,rule_based_agent
11,11,100,10,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,46,105,down,rule_based_agent
11,11,99,10,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,47,105,left,rule_based_agent
11,11,100,9,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,48,105,left,rule_based_agent
11,11,99,8,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,49,105,left,rule_based_agent
11,11,98,7,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,50,105,down,rule_based_agent
11,11,97,7,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,51,105,right,rule_based_agent
11,11,96,8,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,52,105,down,rule_based_agent
11,11,95,8,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,53,105,down,rule_based_agent
11,11,94,8,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,54,105,right,rule_based_agent
11,11,93,9,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,55,105,down,rule_based_agent
11,11,92,9,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,56,105,left,rule_based_agent
11,11,91,8,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,57,105,left,rule_based_agent
11,11,100,7,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,58,105,left,rule_based_agent
11,11,99,6,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,59,105,up,rule_based_agent
11,11,98,6,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,60,105,right,rule_based_agent
11,11,97,7,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,61,105,up,rule_based_agent
11,11,96,7,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,62,105,up,rule_based_agent
11,11,95,7,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,63,105,up,rule_based_agent
11,11,94,7,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,64,105,right,rule_based_agent
11,11,93,8,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,65,105,up,rule_based_agent
11,11,92,8,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,66,105,left,rule_based_agent
11,11,91,7,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,67,105,left,rule_based_agent
11,11,90,6,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,68,105,down,rule_based_agent
11,11,89,6,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,69,105,down,rule_based_agent
11,11,88,6,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,70,105,down,rule_based_agent
11,11,87,6,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,71,105,down,rule_based_agent
11,11,86,6,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,72,105,right,rule_based_agent
11,11,85,7,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,73,105,right,rule_based_agent
11,11,84,8,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,74,105,up,rule_based_agent
11,11,83,8,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,75,105,left,rule_based_agent
11,11,82,7,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,76,105,up,rule_based_agent
11,11,81,7,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,77,105,right,rule_based_agent
11,11,80,8,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,78,105,up,rule_based_agent
11,11,79,8,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,79,105,right,rule_based_agent
11,11,78,9,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,80,105,down,rule_based_agent
11,11,77,9,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,81,105,right,rule_based_agent
11,11,76,10,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,82,105,down,rule_based_agent
11,11,75,10,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,83,105,down,rule_based_agent
11,11,100,10,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,84,105,down,rule_based_agent
11,11,99,10,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,85,105,down,rule_based_agent
11,11,98,10,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,86,105,left,rule_based_agent
11,11,97,9,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,87,105,up,rule_based_agent
11,11,96,9,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,88,105,left,rule_based_agent
11,11,95,8,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,89,105,left,rule_based_agent
11,11,94,7,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,90,105,down,rule_based_agent
11,11,100,7,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,91,105,left,rule_based_agent
11,11,100,6,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,92,105,up,rule_based_agent
11,11,99,6,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,93,105,up,rule_based_agent
11,11,98,6,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,94,105,left,rule_based_agent
11,11,97,5,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,95,105,up,rule_based_agent
11,11,96,5,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,96,105,up,rule_based_agent
11,11,95,5,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,97,105,up,rule_based_agent
11,11,100,5,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,98,105,left,rule_based_agent
11,11,99,4,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,99,105,up,rule_based_agent
11,11,98,4,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,100,105,right,rule_based_agent
11,11,97,5,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,101,105,up,rule_based_agent
11,11,96,5,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,102,105,right,rule_based_agent
11,11,95,6,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,103,105,down,rule_based_agent
11,11,94,6,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,104,105,right,rule_based_agent
11,11,93,7,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,105,105,up,rule_based_agent
11,11,92,7,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,106,105,right,rule_based_agent
11,11,91,8,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,107,105,right,rule_based_agent
11,11,90,9,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,108,105,right,rule_based_agent
11,11,89,10,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,109,105,down,rule_based_agent
11,11,88,10,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,110,105,down,rule_based_agent
11,11,87,10,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,111,105,down,rule_based_agent
11,11,86,10,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,112,105,down,rule_based_agent
11,11,85,10,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,113,105,down,rule_based_agent
11,11,84,10,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,114,105,down,rule_based_agent
11,11,83,10,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,115,105,left,rule_based_agent
11,11,82,9,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,116,105,down,rule_based_agent
11,11,81,9,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,117,105,left,rule_based_agent
11,11,100,8,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,118,105,left,rule_based_agent
11,11,99,7,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,119,105,left,rule_based_agent
11,11,98,6,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,120,105,left,rule_based_agent
11,11,97,5,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,121,105,up,rule_based_agent
11,11,96,5,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,122,105,up,rule_based_agent
11,11,95,5,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,123,105,left,rule_based_agent
11,11,100,4,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,124,105,left,rule_based_agent
11,11,99,3,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,125,105,down,rule_based_agent
11,11,100,3,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,126,105,left,rule_based_agent
11,11,99,2,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,127,105,left,rule_based_agent
11,11,98,1,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,128,105,up,rule_based_agent
11,11,97,1,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,129,105,up,rule_based_agent
11,11,96,1,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,130,105,up,rule_based_agent
11,11,95,1,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,131,105,left,rule_based_agent
11,11,94,0,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,132,105,up,rule_based_agent
11,11,93,0,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,133,105,right,rule_based_agent
11,11,92,1,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,134,105,up,rule_based_agent
11,11,91,1,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,135,105,right,rule_based_agent
11,11,90,2,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,136,105,up,rule_based_agent
11,11,89,2,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,137,105,up,rule_based_agent
11,11,100,2,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,138,105,right,rule_based_agent
11,11,99,3,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,139,105,up,rule_based_agent
11,11,98,3,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,140,105,right,rule_based_agent
11,11,97,4,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,141,105,up,rule_based_agent
11,11,96,4,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,142,105,right,rule_based_agent
11,11,95,5,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,143,105,down,rule_based_agent
11,11,94,5,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,144,105,right,rule_based_agent
11,11,93,6,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,145,105,right,rule_based_agent
11,11,92,7,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,146,105,down,rule_based_agent
11,11,100,7,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,147,105,left,rule_based_agent
11,11,99,6,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,148,105,left,rule_based_agent
11,11,98,5,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,149,105,left,rule_based_agent
11,11,100,4,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,150,105,down,rule_based_agent
11,11,99,4,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,151,105,left,rule_based_agent
11,11,100,3,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,152,105,down,rule_based_agent
11,11,99,3,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,153,105,down,rule_based_agent
11,11,100,3,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,154,105,right,rule_based_agent
11,11,99,4,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,155,105,up,rule_based_agent
11,11,98,4,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,156,105,right,rule_based_agent
11,11,97,5,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,157,105,down,rule_based_agent
11,11,96,5,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,158,105,down,rule_based_agent
11,11,95,5,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,159,105,down,rule_based_agent
11,11,94,5,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,160,105,right,rule_based_agent
11,11,93,6,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,161,105,up,rule_based_agent
11,11,92,6,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,162,105,up,rule_based_agent
11,11,91,6,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,163,105,up,rule_based_agent
11,11,90,6,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,164,105,right,rule_based_agent
11,11,89,7,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,165,105,up,rule_based_agent
11,11,88,7,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,166,105,right,rule_based_agent
11,11,87,8,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,167,105,right,rule_based_agent
11,11,86,9,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,168,105,right,rule_based_agent
11,11,85,10,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,169,105,up,rule_based_agent
11,11,84,10,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,170,105,left,rule_based_agent
11,11,83,9,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,171,105,up,rule_based_agent
11,11,82,9,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,172,105,right,rule_based_agent
11,11,81,10,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,173,105,up,rule_based_agent
11,11,80,10,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,174,105,left,rule_based_agent
11,11,79,9,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,175,105,left,rule_based_agent
11,11,78,8,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,176,105,left,rule_based_agent
11,11,77,7,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,177,105,down,rule_based_agent
11,11,76,7,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,178,105,right,rule_based_agent
11,11,75,8,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,179,105,down,rule_based_agent
11,11,74,8,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,180,105,left,rule_based_agent
11,11,73,7,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,181,105,left,rule_based_agent
11,11,72,6,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,182,105,left,rule_based_agent
11,11,71,5,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,183,105,up,rule_based_agent
11,11,100,5,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,184,105,right,rule_based_agent
11,11,99,6,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,185,105,up,rule_based_agent
11,11,98,6,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,186,105,left,rule_based_agent
11,11,97,5,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,187,105,left,rule_based_agent
11,11,96,4,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,188,105,down,rule_based_agent
11,11,95,4,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,189,105,left,rule_based_agent
11,11,94,3,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,190,105,down,rule_based_agent
11,11,93,3,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,191,105,left,rule_based_agent
11,11,92,2,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,192,105,left,rule_based_agent
11,11,91,1,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,193,105,down,rule_based_agent
11,11,90,1,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,194,105,left,rule_based_agent
11,11,89,0,7,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,195,105,down,rule_based_agent
11,11,88,0,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,196,105,right,rule_based_agent
11,11,87,1,6,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,197,105,down,rule_based_agent
11,11,86,1,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,198,105,left,rule_based_agent
11,11,85,0,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,199,105,down,rule_based_agent
11,11,84,0,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,200,105,right,rule_based_agent
11,11,83,1,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,201,105,down,rule_based_agent
11,11,82,1,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,202,105,left,rule_based_agent
11,11,81,0,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,203,105,down,rule_based_agent
11,11,80,0,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,204,105,right,rule_based_agent
11,11,79,1,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,205,105,right,rule_based_agent
11,11,100,2,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,206,105,up,rule_based_agent
11,11,99,2,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,207,105,right,rule_based_agent
11,11,98,3,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,208,105,up,rule_based_agent
11,11,97,3,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,209,105,left,rule_based_agent
11,11,96,2,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,210,105,up,rule_based_agent
11,11,100,2,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,211,105,right,rule_based_agent
11,11,99,3,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,212,105,right,rule_based_agent
11,11,98,4,5,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,213,105,down,rule_based_agent
11,11,97,4,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,214,105,right,rule_based_agent
11,11,96,5,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,215,105,right,rule_based_agent
11,11,95,6,4,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,216,105,down,rule_based_agent
11,11,94,6,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,217,105,left,rule_based_agent
11,11,93,5,3,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,218,105,down,rule_based_agent
11,11,92,5,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,219,105,right,rule_based_agent
11,11,91,6,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,220,105,down,rule_based_agent
11,11,90,6,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,221,105,down,rule_based_agent
11,11,89,6,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,222,105,left,rule_based_agent
11,11,88,5,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,223,105,left,rule_based_agent
11,11,100,4,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,224,105,left,rule_based_agent
11,11,99,3,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,225,105,left,rule_based_agent
11,11,98,2,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,226,105,left,rule_based_agent
11,11,97,1,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,227,105,left,rule_based_agent
11,11,100,0,0,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,228,105,up,rule_based_agent
11,11,99,0,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,229,105,right,rule_based_agent
11,11,100,1,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,230,105,right,rule_based_agent
11,11,99,2,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,231,105,right,rule_based_agent
11,11,98,3,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,232,105,up,rule_based_agent
11,11,100,3,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,233,105,right,rule_based_agent
11,11,99,4,2,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,234,105,down,rule_based_agent
11,11,98,4,1,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,235,105,right,rule_based_agent
11,11,100,9,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,0,106,right,rule_based_agent
11,11,99,10,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,1,106,up,rule_based_agent
11,11,98,10,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,2,106,left,rule_based_agent
11,11,97,9,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,3,106,down,rule_based_agent
11,11,96,9,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,4,106,left,rule_based_agent
11,11,95,8,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,5,106,up,rule_based_agent
11,11,100,8,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,6,106,left,rule_based_agent
11,11,99,7,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,7,106,left,rule_based_agent
11,11,98,6,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,8,106,left,rule_based_agent
11,11,97,5,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,9,106,left,rule_based_agent
11,11,96,4,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,10,106,left,rule_based_agent
11,11,95,3,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,11,106,left,rule_based_agent
11,11,94,2,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,12,106,down,rule_based_agent
11,11,93,2,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,13,106,right,rule_based_agent
11,11,92,3,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,14,106,right,rule_based_agent
11,11,91,4,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,15,106,down,rule_based_agent
11,11,90,4,8,1b756d34-4ab6-4e56-bd16-0381a3e02f89,16,106,right,rule_based_agent
11,11,89,5,8,1b756d34-4ab6-4e56-bd16-0381a3e02f89,17,106,down,rule_based_agent
11,11,88,5,7,1b756d34-4ab6-4e56-bd16-0381a3e02f89,18,106,right,rule_based_agent
11,11,87,6,7,1b756d34-4ab6-4e56-bd16-0381a3e02f89,19,106,up,rule_based_agent
11,11,86,6,8,1b756d34-4ab6-4e56-bd16-0381a3e02f89,20,106,up,rule_based_agent
11,11,85,6,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,21,106,left,rule_based_agent
11,11,84,5,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,22,106,down,rule_based_agent
11,11,83,5,8,1b756d34-4ab6-4e56-bd16-0381a3e02f89,23,106,left,rule_based_agent
11,11,82,4,8,1b756d34-4ab6-4e56-bd16-0381a3e02f89,24,106,down,rule_based_agent
11,11,81,4,7,1b756d34-4ab6-4e56-bd16-0381a3e02f89,25,106,down,rule_based_agent
11,11,80,4,6,1b756d34-4ab6-4e56-bd16-0381a3e02f89,26,106,left,rule_based_agent
11,11,100,3,6,1b756d34-4ab6-4e56-bd16-0381a3e02f89,27,106,down,rule_based_agent
11,11,99,3,5,1b756d34-4ab6-4e56-bd16-0381a3e02f89,28,106,left,rule_based_agent
11,11,98,2,5,1b756d34-4ab6-4e56-bd16-0381a3e02f89,29,106,up,rule_based_agent
11,11,97,2,6,1b756d34-4ab6-4e56-bd16-0381a3e02f89,30,106,up,rule_based_agent
11,11,96,2,7,1b756d34-4ab6-4e56-bd16-0381a3e02f89,31,106,left,rule_based_agent
11,11,95,1,7,1b756d34-4ab6-4e56-bd16-0381a3e02f89,32,106,up,rule_based_agent
11,11,94,1,8,1b756d34-4ab6-4e56-bd16-0381a3e02f89,33,106,up,rule_based_agent
11,11,93,1,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,34,106,up,rule_based_agent
11,11,92,1,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,35,106,right,rule_based_agent
11,11,91,2,10,1b756d34-4ab6-4e56-bd16-0381a3e02f89,36,106,down,rule_based_agent
11,11,90,2,9,1b756d34-4ab6-4e56-bd16-0381a3e02f89,37,106,down,rule_based_agent
11,11,89,2,8,1b756d34-4ab6-4e56-bd16-0381a3e02f89,38,106,right,rule_based_agent
11,11,88,3,8,1b756d34-4ab6-4e56-bd16-0381a3e02f89,39,106,down,rule_based_agent
11,11,87,3,7,1b756d34-4ab6-4e56-bd16-0381a3e02f89,40,106,left,rule_based_agent
11,11,86,2,7,1b756d34-4ab6-4e56-bd16-0381a3e02f89,41,106,left,rule_based_agent
